Date,Time,Stretcher Pts hrly,Stretcher Pts cum,Ambulatory Pts hrly,Ambulatory Pts cum,Total Inflow hrly,Total Inflow cum,Ambulances hrly,Ambulances cum,FLS hrly,Adm. requests cum,Admissions cum,Pts.waiting for admission CUM,Total Stretcher pts,Triage hallway pts,Triage hallway pts TBS,Re-Oriented Nurse cum,Re-Oriented MD QTrack D/C,Re-Oriented MD QTrack NotD/C,Resus Pts,Totalpts in PODs except Psych,Green Pts,Green Pts TBS,Yellow PTS,Yellow Pts TBS,Orancge Pts except psych,Orange Pts TBS,Consults > 2h in PODS except IM,Consult for IM >4h in PODS,Plain films reqs > 2 h in PODs,CTs reqs > 2 h in PODs,Post POD (Family room),Stretcher Pts in Vertical,Stretcher Pts TBS in Vertical,Stretcher Pts in Vertical on Lazyboy,Vertical Pts Waiting for Results,Ambulatory Pts in Vertical,Ambulatory Pts TBS in Vertical,QTrack Patients TBS,GARAGE patient TBS,Consults > 2h in Vertical Except IM,Consult for IM >4h in Vertical,Plain films reqs > 2 hr in Vertical,CTs reqs > 2 hrs in Vertical,Psych Stretcher Pts1pt,Psych pts waiting for admission,ds,Total Pod TBS,Total Vertical TBS,Stretcher Overflow
2001-01-20,1,3,3,1,1,4,4,3,3,0,0,1,19,49,1,0,0,0,0,2,31,12,2,10,0,9,0,7,1,2,1,0,9,3,3,3,2,2,0,0,2,0,0,1,6,4,2020-01-01 01:00:00,2,5,1
2001-01-20,2,5,8,1,2,6,10,2,5,1,1,1,20,49,0,0,0,0,0,3,29,11,1,9,2,9,0,8,0,2,1,0,10,5,3,2,2,2,0,0,3,0,0,1,7,4,2020-01-01 02:00:00,3,7,0
2001-01-20,3,7,15,2,4,9,19,2,7,1,1,1,20,48,0,0,0,0,0,3,28,12,0,8,0,8,0,8,0,2,1,0,10,6,3,1,5,5,0,0,1,0,0,1,7,4,2020-01-01 03:00:00,0,11,0
2001-01-20,4,6,21,0,4,6,25,5,12,0,2,1,21,48,0,0,0,0,0,5,30,13,0,9,3,8,0,8,0,2,1,0,6,1,3,3,7,7,0,0,2,0,0,1,7,4,2020-01-01 04:00:00,3,8,0
2001-01-20,5,2,23,1,5,3,28,0,12,0,3,2,21,53,0,0,0,0,0,2,32,15,1,9,1,8,0,8,0,0,0,0,10,6,3,2,1,1,0,0,2,0,0,0,9,4,2020-01-01 05:00:00,2,7,0
2001-01-20,6,1,24,1,6,2,30,1,13,0,3,2,21,53,0,0,0,0,0,2,33,15,3,10,0,8,0,8,0,0,0,0,9,3,4,2,0,0,0,0,2,0,0,0,9,4,2020-01-01 06:00:00,3,3,0
2001-01-20,7,2,26,1,7,3,33,2,15,0,4,2,22,51,0,0,0,0,0,2,29,12,0,9,0,8,0,9,0,0,0,0,9,2,4,3,1,1,0,0,3,0,0,1,11,4,2020-01-01 07:00:00,0,3,0
2001-01-20,8,8,34,3,10,11,44,2,17,0,4,2,22,46,0,0,0,0,0,2,26,10,1,7,0,9,0,10,0,0,0,0,7,0,5,3,5,5,0,0,3,0,0,0,11,4,2020-01-01 08:00:00,1,5,0
2001-01-20,9,5,39,6,16,11,55,3,20,0,4,2,22,49,0,0,0,0,0,2,26,9,0,9,2,8,1,11,0,0,0,0,9,2,5,5,9,7,0,0,4,0,0,0,12,4,2020-01-01 09:00:00,3,9,0
2001-01-20,10,8,47,7,23,15,70,1,21,0,4,2,22,52,0,0,1,0,1,3,29,10,0,9,0,10,0,11,0,0,0,0,7,0,5,5,10,6,0,0,5,0,0,0,13,4,2020-01-01 10:00:00,0,6,0
2001-01-20,11,6,53,6,29,12,82,5,26,0,6,2,24,58,0,0,2,0,1,3,32,12,1,11,1,9,0,7,0,1,0,0,10,0,5,11,6,2,0,0,4,0,0,0,13,4,2020-01-01 11:00:00,2,2,0
2001-01-20,12,4,57,8,37,12,94,2,28,1,7,2,24,56,0,0,3,0,1,2,33,14,2,10,0,9,0,6,0,1,1,0,8,0,5,10,8,3,0,0,2,0,0,0,13,4,2020-01-01 12:00:00,2,3,0
2001-01-20,13,7,64,3,40,10,104,1,29,0,7,3,24,61,0,0,3,0,1,3,35,14,0,11,1,10,0,4,0,1,0,0,11,3,4,13,9,7,0,0,3,0,0,0,12,4,2020-01-01 13:00:00,1,10,0
2001-01-20,14,8,72,4,44,12,116,4,33,0,8,5,23,66,0,0,3,1,0,3,39,16,1,11,1,12,1,5,0,0,0,0,12,1,4,12,9,6,0,0,4,0,0,0,12,5,2020-01-01 14:00:00,3,7,0
2001-01-20,15,10,82,7,51,17,133,2,35,0,8,6,22,71,0,0,3,1,0,4,41,16,1,11,2,14,1,5,0,0,0,0,14,4,6,11,12,6,0,0,5,0,0,0,12,5,2020-01-01 15:00:00,4,10,0
2001-01-20,16,4,86,11,62,15,148,1,36,1,10,6,22,70,0,0,3,1,0,3,39,15,0,11,2,13,0,6,0,1,0,0,16,4,8,13,13,12,0,0,4,0,0,0,12,5,2020-01-01 16:00:00,2,16,0
2001-01-20,17,0,86,2,64,2,150,0,36,0,13,12,19,66,0,0,3,1,0,3,38,15,0,10,0,13,0,4,0,7,2,0,13,1,5,10,13,8,0,0,4,0,0,0,12,5,2020-01-01 17:00:00,0,9,0
2001-01-20,18,8,94,5,69,13,163,4,40,0,14,15,17,67,0,0,3,1,0,5,37,16,0,10,2,11,0,9,0,4,2,0,12,0,5,15,16,9,0,0,3,0,1,4,13,5,2020-01-01 18:00:00,2,9,0
2001-01-20,19,6,100,4,73,10,173,3,43,0,18,15,21,64,0,0,3,1,0,5,37,15,1,11,1,11,0,5,1,0,1,0,10,4,5,7,12,7,0,0,3,0,1,4,12,5,2020-01-01 19:00:00,2,11,0
2001-01-20,20,3,103,5,78,8,181,2,45,0,20,16,21,62,0,0,4,1,0,2,37,14,1,12,0,11,0,5,1,0,1,0,11,0,7,7,11,8,0,0,1,0,1,2,12,5,2020-01-01 20:00:00,1,8,0
2001-01-20,21,4,107,3,81,7,188,4,49,1,23,17,23,65,0,0,4,1,0,4,38,13,1,12,0,13,0,3,0,0,1,0,12,0,8,7,7,3,0,0,1,0,2,0,11,4,2020-01-01 21:00:00,1,3,0
2001-01-20,22,1,108,4,85,5,193,0,49,0,24,17,24,62,0,0,4,1,0,3,37,11,0,12,0,14,0,5,0,1,1,0,11,0,7,8,10,5,0,0,1,0,1,0,11,4,2020-01-01 22:00:00,0,5,0
2001-01-20,23,5,113,4,89,9,202,0,49,1,29,20,26,63,0,0,4,1,0,3,36,10,0,13,0,13,0,5,0,1,1,0,13,3,6,8,9,5,0,0,0,0,1,0,11,7,2020-01-01 23:00:00,0,8,0
2001-02-20,24,6,119,0,89,6,208,2,51,1,31,22,26,61,0,0,4,1,1,2,38,11,0,14,2,13,0,7,0,1,1,0,10,1,5,6,6,5,0,0,0,0,1,0,11,7,2020-01-02 00:00:00,2,6,0
2001-02-20,1,6,6,2,2,8,8,1,1,0,1,0,26,63,0,0,0,0,2,2,40,13,0,14,0,13,0,11,0,1,2,0,10,4,4,4,6,6,0,0,1,0,1,0,11,7,2020-01-02 01:00:00,0,10,0
2001-02-20,2,4,10,2,4,6,14,2,3,0,2,2,25,70,0,0,0,0,1,2,41,14,0,14,0,13,1,12,0,1,1,0,16,9,4,5,3,3,0,0,0,0,0,0,11,7,2020-01-02 02:00:00,1,12,0
2001-02-20,3,4,14,0,4,4,18,0,3,0,2,2,25,66,0,0,0,0,2,2,40,15,1,12,0,13,0,14,0,1,1,0,13,7,4,6,3,3,0,0,1,0,0,0,11,7,2020-01-02 03:00:00,1,10,0
2001-02-20,4,1,15,2,6,3,21,0,3,0,2,3,25,66,0,0,1,0,1,2,37,14,0,11,0,12,0,15,0,1,1,0,16,4,4,12,0,0,0,0,0,0,0,0,11,7,2020-01-02 04:00:00,0,4,0
2001-02-20,5,4,19,2,8,6,27,1,4,0,2,3,25,65,0,0,1,0,2,2,38,13,0,12,0,13,0,13,0,1,1,0,14,2,4,11,1,1,0,0,0,0,0,0,11,7,2020-01-02 05:00:00,0,3,0
2001-02-20,6,2,21,1,9,3,30,2,6,0,2,3,25,66,0,0,1,0,2,3,38,14,0,11,0,13,0,13,1,1,1,0,14,2,4,11,1,1,0,0,0,0,0,0,11,7,2020-01-02 06:00:00,0,3,0
2001-02-20,7,1,22,5,14,6,36,0,6,0,3,3,25,66,0,0,1,0,0,2,38,14,0,10,0,14,0,11,1,1,1,0,15,1,7,11,5,5,0,0,2,0,0,0,11,7,2020-01-02 07:00:00,0,6,0
2001-02-20,8,7,29,6,20,13,49,1,7,1,4,4,26,63,0,0,4,0,0,2,40,14,0,12,1,14,0,11,1,1,2,0,10,1,7,4,13,13,0,0,2,0,0,0,11,7,2020-01-02 08:00:00,1,14,0
2001-02-20,9,9,38,13,33,22,71,2,9,1,5,3,27,72,0,0,6,0,3,2,43,15,1,13,1,15,1,10,1,1,2,0,16,4,6,9,11,9,0,0,2,0,0,0,11,7,2020-01-02 09:00:00,3,13,0
2001-02-20,10,4,42,20,53,24,95,0,9,0,7,4,26,71,0,0,8,0,9,3,43,15,0,14,2,14,1,10,1,2,1,0,16,4,6,9,22,18,0,0,2,0,0,0,9,6,2020-01-02 10:00:00,3,22,0
2001-02-20,11,16,58,17,70,33,128,5,14,4,9,4,26,75,0,0,10,1,17,3,48,16,3,15,4,17,2,8,0,2,1,0,18,7,3,14,23,21,0,0,1,0,0,0,6,5,2020-01-02 11:00:00,9,28,0
2001-02-20,12,12,70,13,83,25,153,0,14,1,11,6,24,84,2,2,12,3,19,2,51,17,1,17,6,17,1,8,0,2,1,0,23,11,7,10,22,21,0,0,2,0,0,0,6,4,2020-01-02 12:00:00,8,32,2
2001-02-20,13,11,81,5,88,16,169,4,18,1,12,7,25,87,2,2,15,5,18,2,44,16,2,15,2,13,0,5,0,2,1,4,29,12,9,12,18,15,0,0,4,0,0,0,6,4,2020-01-02 13:00:00,4,27,6
2001-02-20,14,9,90,13,101,22,191,3,21,2,14,10,25,94,2,2,18,7,19,3,47,17,2,15,1,15,3,5,0,2,1,5,31,12,9,13,20,15,0,0,4,0,1,0,6,4,2020-01-02 14:00:00,6,27,7
2001-02-20,15,13,103,14,115,27,218,4,25,3,14,14,20,97,2,2,22,9,21,4,50,18,3,14,3,18,1,6,0,4,1,7,30,13,9,10,19,13,0,0,5,0,2,1,4,3,2020-01-02 15:00:00,7,26,9
2001-02-20,16,7,110,7,122,14,232,3,28,0,16,18,16,100,6,6,27,11,17,3,47,16,4,14,0,17,0,6,0,2,1,8,33,15,9,13,13,12,0,0,4,1,4,1,3,2,2020-01-02 16:00:00,4,27,14
2001-02-20,17,9,119,8,130,17,249,3,31,0,17,19,16,100,4,4,28,13,13,3,47,18,3,15,0,14,0,6,0,7,1,7,36,17,6,15,12,11,0,0,6,1,3,0,3,2,2020-01-02 17:00:00,3,28,11
2001-02-20,18,11,130,5,135,16,265,4,35,0,20,21,16,97,2,2,29,15,10,3,48,18,4,14,0,16,0,5,0,2,1,6,35,17,5,12,12,10,0,0,4,1,1,0,3,2,2020-01-02 18:00:00,4,27,8
2001-02-20,19,3,133,7,142,10,275,2,37,0,25,21,20,93,0,0,30,19,7,2,50,17,3,16,3,17,0,6,0,5,1,5,33,15,7,13,15,13,0,0,4,0,0,1,3,2,2020-01-02 19:00:00,6,28,5
2001-02-20,20,10,143,5,147,15,290,3,40,1,26,23,19,85,0,0,31,19,11,3,46,14,2,17,1,15,0,5,0,1,2,5,28,9,9,14,20,16,0,0,2,0,2,0,3,2,2020-01-02 20:00:00,3,25,5
2001-02-20,21,9,152,5,152,14,304,3,43,0,30,23,23,88,0,0,31,20,11,3,50,17,2,18,1,15,0,6,1,5,1,4,28,7,7,13,15,13,0,0,3,0,0,1,3,2,2020-01-02 21:00:00,3,20,4
2001-02-20,22,10,162,4,156,14,318,3,46,0,31,23,24,90,0,0,31,22,13,2,53,19,4,17,0,17,1,9,2,6,2,1,31,13,7,14,7,4,0,0,3,0,0,1,3,2,2020-01-02 22:00:00,5,17,1
2001-02-20,23,7,169,4,160,11,329,1,47,0,32,24,23,88,0,0,31,22,12,3,55,20,6,17,2,18,0,15,0,5,1,0,27,11,5,13,6,2,0,0,1,0,0,0,3,2,2020-01-02 23:00:00,8,13,0
2001-03-20,24,0,169,3,163,3,332,0,47,0,35,27,24,86,0,0,31,25,7,4,54,20,3,18,2,16,0,17,0,7,3,0,25,12,4,12,6,5,0,0,1,0,0,0,3,2,2020-01-03 00:00:00,5,17,0
2001-03-20,1,4,4,3,3,7,7,0,0,0,1,0,25,86,0,0,0,1,3,3,52,19,1,17,0,16,0,17,0,7,3,0,27,9,8,7,8,8,0,0,1,0,1,0,4,2,2020-01-03 01:00:00,1,17,0
2001-03-20,2,7,11,0,3,7,14,4,4,1,3,2,25,84,1,1,0,1,2,3,50,19,0,14,0,17,0,16,1,6,2,0,26,9,6,7,6,5,0,0,3,0,0,0,4,2,2020-01-03 02:00:00,0,14,1
2001-03-20,3,5,16,2,5,7,21,1,5,0,3,2,25,85,1,1,0,1,0,4,51,19,0,15,0,17,0,17,1,7,2,0,24,8,5,10,9,9,0,0,3,0,1,1,5,2,2020-01-03 03:00:00,0,17,1
2001-03-20,4,2,18,0,5,2,23,0,5,0,3,2,25,89,1,1,0,1,0,4,51,19,0,15,0,17,0,19,1,8,2,0,28,8,6,10,6,6,0,0,3,0,1,1,5,2,2020-01-03 04:00:00,0,14,1
2001-03-20,5,3,21,2,7,5,28,1,6,2,4,2,26,92,1,1,0,1,0,4,53,20,0,16,1,17,0,21,0,3,2,0,29,5,6,15,3,2,0,0,3,0,0,2,5,2,2020-01-03 05:00:00,1,7,1
2001-03-20,6,2,23,1,8,3,31,1,7,1,4,2,26,93,0,0,0,1,1,5,53,19,0,16,0,18,0,16,0,2,2,0,30,5,7,13,4,3,0,0,3,0,0,2,5,2,2020-01-03 06:00:00,0,8,0
2001-03-20,7,2,25,3,11,5,36,1,8,0,4,2,26,84,0,0,0,1,1,5,53,19,0,16,0,18,0,16,0,1,2,0,21,4,5,12,6,5,0,0,4,0,0,1,5,2,2020-01-03 07:00:00,0,9,0
2001-03-20,8,7,32,11,22,18,54,2,10,1,4,2,26,94,0,0,1,1,2,5,49,17,0,15,2,17,1,12,0,1,2,6,27,9,5,15,8,8,0,0,8,0,0,1,7,2,2020-01-03 08:00:00,3,17,6
2001-03-20,9,11,43,6,28,17,71,6,16,0,4,3,25,100,1,1,5,1,0,5,52,17,2,16,3,19,1,10,0,1,1,11,24,7,7,15,9,8,0,0,10,0,0,2,7,2,2020-01-03 09:00:00,6,15,12
2001-03-20,10,11,54,18,46,29,100,5,21,0,4,3,24,102,0,0,8,1,3,6,52,19,2,17,2,16,1,11,0,2,2,13,23,6,8,14,20,17,0,0,13,0,0,0,8,2,2020-01-03 10:00:00,5,23,13
2001-03-20,11,10,64,21,67,31,131,3,24,2,6,3,26,102,0,0,16,1,10,6,55,19,1,17,2,19,2,4,0,2,2,11,22,5,9,8,24,23,0,0,6,0,0,0,8,2,2020-01-03 11:00:00,5,28,11
2001-03-20,12,14,78,10,77,24,155,5,29,0,9,6,26,110,4,4,21,1,9,6,56,21,3,17,4,18,2,4,0,4,2,12,24,3,10,15,28,25,0,0,6,0,1,2,8,2,2020-01-03 12:00:00,9,28,16
2001-03-20,13,13,91,12,89,25,180,2,31,2,12,8,26,120,0,0,22,4,11,5,57,20,1,18,5,19,5,2,1,4,4,14,34,12,9,23,17,14,0,0,6,0,1,3,10,2,2020-01-03 13:00:00,11,26,14
2001-03-20,14,13,104,9,98,22,202,3,34,0,14,8,26,127,2,2,23,6,15,5,54,19,4,18,2,17,3,2,1,3,3,16,39,14,11,20,18,15,0,0,6,0,1,3,11,3,2020-01-03 14:00:00,9,29,18
2001-03-20,15,10,114,5,103,15,217,4,38,0,19,10,30,131,2,2,25,8,12,6,56,20,2,18,1,18,2,2,0,3,2,16,38,15,11,18,14,12,0,0,8,0,2,4,13,4,2020-01-03 15:00:00,5,27,18
2001-03-20,16,7,121,6,109,13,230,1,39,0,23,14,30,132,4,4,27,9,14,6,54,20,0,17,0,17,0,3,0,2,1,15,40,19,11,16,12,9,0,0,8,0,1,7,13,4,2020-01-03 16:00:00,0,28,19
2001-03-20,17,3,124,13,122,16,246,0,39,0,27,19,28,133,4,4,29,14,14,6,54,19,0,18,1,17,1,3,0,4,5,11,46,20,14,19,10,7,0,0,7,0,1,4,12,5,2020-01-03 17:00:00,2,27,15
2001-03-20,18,3,127,10,132,13,259,0,39,1,32,25,27,123,0,0,29,16,15,5,51,18,3,16,0,17,1,5,1,3,6,12,42,9,13,26,18,16,0,0,5,0,0,1,13,4,2020-01-03 18:00:00,4,25,12
2001-03-20,19,6,133,6,138,12,271,4,43,0,33,27,26,114,1,1,29,22,11,5,53,20,1,17,1,16,0,5,0,2,7,8,34,5,10,25,18,17,0,0,7,1,1,1,13,4,2020-01-03 19:00:00,2,22,9
2001-03-20,20,5,138,6,144,11,282,0,43,0,36,28,27,106,0,0,29,23,14,6,47,17,0,16,0,14,1,5,1,2,6,7,32,5,7,21,21,18,0,0,4,1,0,2,14,6,2020-01-03 20:00:00,1,23,7
2001-03-20,21,9,147,7,151,16,298,4,47,0,37,28,28,103,0,0,29,24,16,6,50,19,3,16,0,15,2,7,1,2,6,6,29,6,8,18,21,15,0,0,4,1,0,2,12,6,2020-01-03 21:00:00,5,21,6
2001-03-20,22,3,150,10,161,13,311,3,50,2,39,32,26,94,1,1,30,25,19,6,49,19,1,16,0,14,2,6,4,2,7,3,22,6,8,10,20,16,0,0,3,1,0,3,13,6,2020-01-03 22:00:00,3,22,4
